Company Name,ROC registration number,Incorporation year,Industry group code,Industry type,NIC name,Main product/service group,NIC code,Size decile,ISIN code
Viceroy Hotels Ltd.,62-1048,1965,1.0104E+14,1,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats","Hotels, resorts & restaurants",55101,Decile 3,INE048C01017
Vijaya Kumar Mills Ltd.,61-246,1946,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton & blended yarn,13111,Decile 3,INE311101013
Vikas Ecotech Ltd.,55-19465,1984,1.0102E+14,1,"Mining/quarrying of limestone, limeshell, 'kankar' and other calcareous minerals including calcite, chalk and shale",Calcite,8107,Decile 3,INE806A01020
Vinyl Chemicals India Ltd.,11-39837,1986,1.0104E+14,1,"Wholesale of industrial chemicals,",Wholesale trade in chemicals & chemical products,46691,Decile 3,INE250B01029
Vishal Fabrics Ltd.,Apr-06,1985,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics,13121,Decile 3,INE755Q01025
W P I L Ltd.,21-20274,1952,1.01014E+14,1,"Manufacture of other pumps, compressors, taps and valves etc.",Pumps,28132,Decile 3,INE765D01014
Waterbase Ltd.,01-18436,1987,1.01011E+14,1,Manufacture of other animal feeds n.e.c.,Animal and bird feeds,10809,Decile 3,INE054C01015
Websol Energy System Ltd.,21-48350,1990,1.01014E+14,1,Manufacture of other electrical equipment,Solar modules,27900,Decile 3,INE855C01015
Wim Plast Ltd.,56-1544,1988,1.01012E+14,1,Manufacture of other plastics products n.e.c.,Plastic injection moulding items,22209,Decile 3,INE015B01018
Windsor Machines Ltd.,11-12642,1963,1.01014E+14,1,Manufacture of machinery for working soft rubber or plastics or for the Manufacture of products of these materials,Rubber & plastic products machinery,28292,Decile 3,INE052A01021
Xchanging Solutions Ltd.,08-30072,2002,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 3,INE692G01013
Xpro India Ltd.,21-85972,1997,1.01012E+14,1,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)",Biaxially oriented polypropylene (BOPP) film,22201,Decile 3,INE445C01015
Yantra Natural Resources Ltd.,01-74808,1988,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in cotton & cotton textiles,46411,Decile 3,INE903B01023
Z F Steering Gear (India) Ltd.,60-23734,1981,1.01015E+14,1,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",Steering gears,29301,Decile 3,INE116C01012
Zee Learn Ltd.,11-198405,2010,1.0104E+14,1,Other non-specialised wholesale trade n.e.c.,Wholesale trade in miscellaneous manufactured articles,46909,Decile 3,INE565L01011
Zenith Birla (India) Ltd.,11-11773,1960,1.01014E+14,1,"Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-steel",Tubes & pipes,24311,Decile 3,INE318D01020
Zicom Electronic Security Systems Ltd.,11-83391,1994,1.0104E+14,1,"Other retail sale of new goods in specialized stores n.e.c (weapons and ammunition, non food products)",Retail trade in other electronic products,47739,Decile 3,INE871B01014
Zim Laboratories Ltd.,11-32172,1984,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 3,INE518E01015
Zodiac Clothing Co. Ltd.,11-33143,1984,1.01012E+14,1,"Manufacture of wearing apparel, except fur apparel",Apparels (Readymade garment),1410,Decile 3,INE206B01013
