Company,ROC ,Incorporation_year,Industry_group_code,Industry_type,NIC_name,Main_product,NIC_code,decile,ISIN 
K G Petrochem Ltd.,17-1999,1980,1.01012E+14,1,"Manufacture of other made-up textile articles, except apparel n.e.c.",Towels including turkish towels,13929,Decile 4,INE902G01016
K I C Metaliks Ltd.,21-41169,1986,1.01014E+14,1,"Manufacture of pig iron and spiegeleisen in pigs, blocks or other primary forms",Pig iron,24101,Decile 3,INE434C01019
K I O C L Ltd.,Aug-74,1976,1.0102E+14,1,Mining of iron ores,Iron ore pellets,7100,Decile 1,INE880L01014
K K V Agro Powers Ltd.,61-18332,2012,1.0103E+14,1,Electric power generation by hydroelectric power plants,Conventional electricity,35101,Decile 7,INE239T01016
K L K Electrical Ltd.,18-8230,1981,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 9,INE125G01014
K M C Speciality Hospitals (India) Ltd.,18-9781,1982,1.01042E+14,1,Hospital activities,"Hospitals, health care centres, etc.",86100,Decile 6,INE879K01018
K M F Builders & Developers Ltd.,08-17422,1995,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 7,INE580H01026
K M G Milk Food Ltd.,05-34125,1992,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 8,INE873N01015
K M S Medisurgi Ltd.,11-119118,1999,1.0104E+14,1,Other non-specialised wholesale trade n.e.c.,Wholesale trade in plastic products,46909,Decile 8,INE870V01014
K M Sugar Mills Ltd.,20-3492,1971,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 3,INE157H01023
K N R Constructions Ltd.,55-238364,1995,1.0106E+14,1,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways","Construction of roads, bridges, tunnels etc.",42101,Decile 1,INE634I01029
K O A Tools India Ltd.,20-22049,1989,1.01042E+14,1,Rental and leasing activities,Renting services,77,Decile 9,INE316B01036
K P Energy Ltd.,04-59169,2010,1.0106E+14,1,Construction and maintenance of power plants,Construction of power plants,42201,Decile 5,INE127T01013
K P I T Technologies Ltd.,60-59594,1990,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 1,INE836A01035
K P R Mill Ltd.,61-10518,1993,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 1,INE930H01023
K R B L Ltd.,55-52845,1993,1.01011E+14,1,Inorganic farming of non-basmati rice,Rice,1124,Decile 1,INE001B01026
K S B Pumps Ltd.,11-11635,1960,1.01014E+14,1,"Manufacture of other pumps, compressors, taps and valves etc.",Pumps,28132,Decile 2,INE999A01015
K S E Ltd.,Sep-28,1963,1.01011E+14,1,Manufacture of cattle feed,Cattle feed,10801,Decile 2,INE953E01014
K S L & Industries Ltd.,54-74,1975,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics,13121,Decile 2,INE219A01026
K S S Ltd.,11-92438,1995,1.01042E+14,1,Production of motion picture,"Motion picture production, distribution & exhibition",59111,Decile 4,INE216D01026
K-Lifestyle & Industries Ltd.,54-35,1987,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 3,INE218A01028
Kaarya Facilities & Services Ltd.,11-190063,2009,1.01042E+14,1,Other business support service activities n.e.c.,Housekeeping service,82990,Decile 8,INE282Y01016
Kabra Commercial Ltd.,21-35410,1982,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 7,INE926E01010
Kabra Drugs Ltd.,Oct-38,1989,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 8,INE323K01017
Kabra Extrusion Technik Ltd.,11-28535,1982,1.01014E+14,1,Manufacture of machinery for working soft rubber or plastics or for the Manufacture of products of these materials,Rubber & plastic products machinery,28292,Decile 3,INE900B01029
Kabsons Industries Ltd.,62-14458,1992,1.0104E+14,1,"Wholesale of solid, liquid and gaseous fuels and related products",Wholesale trade in petroleum products,46610,Decile 8,INE645C01010
Kachchh Minerals Ltd.,11-24282,1981,1.01013E+14,1,"Manufacture of other non-metallic mineral products n.e.c. (includes asbestos yarn and fabric, and articles of asbestos yarn and fabric such as clothing, headgear, footwear, cord, string, paper o felt; friction material with a basis of asbestos or other mineral substances or of cellulose including unmounted articles such as friction material; mineral insulating material (slag wool, rockwool and similar mineral wools, exfoliated vermiculite, expanded clays and similar insulating material); products of glass wool for heat-insulating; articles of asphalt or of similar material (e.g. coal tar pitc",Goods of siliceous fossil meals / earths,23999,Decile 9,INE059E01010
Kaira Can Co. Ltd.,11-12289,1962,1.01014E+14,1,Manufacture of other non-ferrous metals n.e.c.,Tin container,24209,Decile 4,INE375D01012
Kaiser Corporation Ltd.,11-74035,1993,1.01015E+14,1,Manufacture of paper and paper products,Pulp & paper products,170,Decile 9,INE229G01022
Kajaria Ceramics Ltd.,05-56150,1985,1.01013E+14,1,Manufacture of ceramic products n.e.c.,"Glazed ceramic tiles, paving & flags",23939,Decile 1,INE217B01036
Kakatiya Cement Sugar & Inds. Ltd.,62-2485,1979,1.01016E+14,1,Diversified,Diversified manufacturing,34,Decile 3,INE437B01014
Kakatiya Textiles Ltd.,01-104439,1981,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 7,INE092E01011
Kallam Textiles Ltd.,01-13860,1992,1.01012E+14,1,Finishing of cotton and blended cotton textiles.,Cotton textiles,13131,Decile 3,INE629F01025
Kalpa Commercial Ltd.,55-22778,1985,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in textiles & apparels,46411,Decile 6,INE059Q01014
Kalpataru Power Transmission Ltd.,Apr-81,1981,1.0106E+14,1,Other civil engineering projects n.e.c.,Infrastructure construction,42909,Decile 1,INE220B01022
Kalyani Commercials Ltd.,55-21453,1985,1.0104E+14,1,"Wholesale and retail sale of new vehicles (passenger motor vehicles, ambulances, minibuses, jeeps, trucks, trailers and semi-trailers) ",Wholesale trade in automobiles,45101,Decile 3,INE610E01010
Kalyani Forge Ltd.,11-20959,1979,1.01015E+14,1,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",Drive transmission & steering parts,29301,Decile 3,INE314G01014
Kalyani Steels Ltd.,11-16350,1973,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,Finished Steel (Non-Alloy Steel),24105,Decile 1,INE907A01026
Kamadgiri Fashion Ltd.,11-42424,1987,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics,13121,Decile 4,INE535C01013
Kamanwala Housing Construction Ltd.,11-32655,1984,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Housing real estate,41001,Decile 5,INE344D01018
Kamat Hotels (India) Ltd.,11-39307,1986,1.0104E+14,1,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats","Hotels, resorts & restaurants",55101,Decile 3,INE967C01018
Kamdhenu Ltd.,55-134282,1994,1.0104E+14,1,Wholesale of metals and metal ores,Wholesale trade in finished steel (alloy & non-alloy),46620,Decile 2,INE390H01012
Kamron Laboratories Ltd.,04-10956,1988,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 7,INE276T01018
Kanak Krishi Implements Ltd.,20-41921,2010,1.0104E+14,1,Wholesale of tractors used in agriculture and forestry,Wholesale trade in agricultural machinery,46531,Decile 8,INE013Q01011
Kanani Industries Ltd.,11-29598,1983,1.01013E+14,1,"Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials",Jewellery,32111,Decile 5,INE879E01037
Kanchi Karpooram Ltd.,18-22109,1992,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Camphor,20119,Decile 6,INE081G01019
Kanco Tea & Inds. Ltd.,21-35793,1983,1.01011E+14,1,Processing and blending of tea including Manufacture of instant tea,"Tea, processed",10791,Decile 6,INE398L01017
Kandagiri Spinning Mills Ltd.,61-762,1976,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 4,INE292D01019
Kanel Industries Ltd.,04-17024,1992,1.0104E+14,1,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles",Wholesale trade in agricultural crops,46101,Decile 6,INE252C01015
Kanishk Steel Inds. Ltd.,18-67863,1989,1.01014E+14,1,Manufacture of basic iron and steel,Iron & steel,2410,Decile 4,INE791E01018
Kanoria Chemicals & Inds. Ltd.,21-24910,1960,1.01012E+14,1,"Manufacture  of  medicinal  substances  used  in  the  manufacture  of pharmaceuticals: antibiotics, endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid, its salts and esters; glycosides and vegetable alkaloids; chemically pure suger etc.",Penta-erythritol,21001,Decile 2,INE138C01024
Kanpur Plastipack Ltd.,20-3444,1971,1.01012E+14,1,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases, carboys, bottles etc.)",Sacks & bags,22203,Decile 4,INE694E01014
Kansai Nerolac Paints Ltd.,11-825,1920,1.01013E+14,1,"Manufacture of paints and varnishes, enamels or lacquers",Industrial paints,20221,Decile 1,INE531A01024
Kansal Fibres Ltd.,16-14457,1994,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in textiles & apparels,46411,Decile 10,INE179O01015
Kapil Cotex Ltd.,11-31114,1983,1.01042E+14,1,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery",Commission agents services,46103,Decile 9,INE393H01016
Kappac Pharma Ltd.,11-25002,1981,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 7,INE601D01011
Kapston Facilities Mgmt. Ltd.,62-62658,2009,1.01042E+14,1,Security and investigation activities,Investigation & security activities,80,Decile 5,INE542Z01010
Karda Constructions Ltd.,11-174194,2007,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 4,INE278R01018
Karma Energy Ltd.,11-168823,2007,1.0103E+14,1,Electric power generation using other non conventional sources,Wind energy-based electricity,35106,Decile 5,INE725L01011
Karnimata Cold Storage Ltd.,21-162131,2011,1.01042E+14,1,Rental and leasing activities,Renting services,77,Decile 7,INE576P01019
Karur K C P Packkagings Ltd.,59-730,1991,1.01015E+14,1,Manufacture of paper and paper rolls not further processed,"Paper, newsprint & paper board",17013,Decile 2,INE727F01019
Karuturi Global Ltd.,08-16834,1994,1.01011E+14,1,Growing of plants for planting,Plants,1301,Decile 2,INE299C01024
Kashipur Sugar Mills Ltd.,20-3545,1972,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 4,INE735A01013
Kashiram Jain & Co. Ltd.,Feb-28,1987,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in apparels (readymade garments),46411,Decile 9,INE669R01018
Kashyap Tele-Medicines Ltd.,11-85738,1995,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 9,INE108B01029
Katare Spinning Mills Ltd.,60-22962,1980,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in cotton & cotton textiles,46411,Decile 6,INE498G01015
Kaveri Seed Co. Ltd.,62-6728,1986,1.01011E+14,1,Seed processing for propagation,Agriseed,1640,Decile 1,INE455I01029
Kavit Industries Ltd.,04-14692,1990,1.0104E+14,1,Retail sale of other food products n.e.c.,Retail trade in vegetable oils,47219,Decile 5,INE313M01014
Kavita Fabrics Ltd.,04-46929,2005,1.01012E+14,1,"Weaving, manufacturing of man-made fiber and man-made mixture fabrics.",Fabrics of synthetic filament yarns,13124,Decile 7,INE149O01018
Kavveri Telecom Products Ltd.,08-19627,1996,1.01015E+14,1,Manufacture of other electronic components n.e.c,Antennae for radios & TVs,26109,Decile 3,INE641C01019
Kay Power & Paper Ltd.,11-61709,1991,1.01015E+14,1,Manufacture of other special purpose paper (excluding computer stationary),Kraft paper & paperboard,17015,Decile 6,INE961B01013
Kaya Ltd.,11-139763,2003,1.01042E+14,1,Hospital activities,Medical & health services,86100,Decile 3,INE587G01015
Kaycee Industries Ltd.,Nov-82,1942,1.01014E+14,1,"Manufacture of switch, switch box, lamp holders, lugs etc.",Rotary switches,27331,Decile 6,INE813G01015
Kayel Securities Ltd.,04-28990,1996,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in textiles & apparels,46411,Decile 9,INE750R01016
Kedia Construction Co. Ltd.,11-25083,1981,1.01042E+14,1,Management consultancy activities,Management consultancy services,70200,Decile 9,INE511J01019
Keerthi Industries Ltd.,62-3492,1982,1.01013E+14,1,Manufacture of clinkers and cement,Cement,23941,Decile 4,INE145L01012
Keerti Knowledge & Skills Ltd.,11-119661,1999,1.01042E+14,1,Education,Education,85,Decile 9,INE586X01012
Kei Industries Ltd.,55-51527,1992,1.01014E+14,1,"Manufacture of other electronic and electric wires and cables (insulated wire and cable made of steel, copper, aluminium)",Cables & other conductors,27320,Decile 1,INE878B01027
Kellton Tech Solutions Ltd.,62-16819,1993,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 5,INE164B01022
Keltech Energies Ltd.,08-31660,1977,1.01012E+14,1,"Manufacture of explosives, ammunition and fire works",Explosives,20292,Decile 4,INE881E01017
Kemistar Corporation Ltd.,04-22845,1994,1.0104E+14,1,"Wholesale of industrial chemicals,",Wholesale trade in chemicals & chemical products,46691,Decile 9,INE971L01029
Kemp & Co. Ltd.,Nov-47,1982,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 7,INE060E01018
Kengold (India) Ltd.,04-19633,1993,1.01011E+14,1,Manufacture of non-edible animal oil and fats,Fats & oils and derived products,10405,Decile 6,INE680C01025
Kennametal India Ltd.,08-1546,1964,1.01014E+14,1,"Manufacture of machine tools for turning, drilling, milling, shaping, planning, boring, grinding etc.",Machine tools,28221,Decile 2,INE717A01029
Kenvi Jewels Ltd.,04-75720,2013,1.0104E+14,1,Wholesale of precious metals and jewellery,Wholesale trade in jewellery,46498,Decile 8,INE923Y01015
Kerala Ayurveda Ltd.,Sep-92,1992,1.01012E+14,1,Manufacture of 'ayurvedic' or 'unani' pharmaceutical preparation,Ayurvedic & unani medicaments,21003,Decile 5,INE817B01025
Kernex Microsystems (India) Ltd.,62-13211,1991,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 5,INE202H01019
Kesar Enterprises Ltd.,Nov-96,1933,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 2,INE133B01019
Kesar Petroproducts Ltd.,60-54829,1990,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Bisphenol-A,20119,Decile 4,INE133C01033
Kesar Terminals & Infrastructure Ltd.,11-178061,2008,1.01042E+14,1,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of goods in foreign trade zones]","Storage, warehousing & distribution services",52109,Decile 5,INE096L01025
Kesoram Industries Ltd.,21-3429,1919,1.01013E+14,1,Manufacture of clinkers and cement,Cement,23941,Decile 1,INE087A01019
Kewal Kiran Clothing Ltd.,11-65136,1992,1.01012E+14,1,"Manufacture of wearing apparel, except fur apparel",Apparels (Readymade garment),1410,Decile 2,INE401H01017
Khadim India Ltd.,21-34337,1981,1.0104E+14,1,Retail sale of footwear,Retail trade in footwear & parts of footwear,47713,Decile 2,INE834I01025
Khaitan (India) Ltd.,21-8775,1936,1.0104E+14,1,Other non-specialised wholesale trade n.e.c.,Wholesale trade in miscellaneous manufactured articles,46909,Decile 5,INE731C01018
Khaitan Chemicals & Fertilizers Ltd.,Oct-37,1982,1.01012E+14,1,Manufacture of other fertilizers n.e.c.,Single superphosphate,20129,Decile 3,INE745B01028
Khaitan Electricals Ltd.,Jan-49,1975,1.01016E+14,1,Diversified,Diversified,34,Decile 3,INE761A01019
Khandelwal Extractions Ltd.,20-5282,1981,1.01011E+14,1,"Manufacture  of  oil  cakes  &  meals  incl.  residual  products,  e.g. Oleostearin,Palmstearin","Oil cakes, flours & meals",10406,Decile 7,INE687W01010
Khator Fibre & Fabrics Ltd.,17-3629,1986,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics grey (Mill sector),13121,Decile 5,INE964G01016
Khemani Distributors & Mktg. Ltd.,04-63520,2011,1.0104E+14,1,Other non-specialised wholesale trade n.e.c.,Wholesale trade in miscellaneous manufactured articles,46909,Decile 5,INE030U01025
Khoday India Ltd.,08-1590,1965,1.01011E+14,1,"Manufacture of distilled, potable, alcoholic beverages such as whisky, brandy, gin, 'mixed drinks' etc.",Indian made foreign liquors,11011,Decile 2,INE687B01014
Khoobsurat Ltd.,21-34793,1982,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in textiles & apparels,46411,Decile 7,INE731G01027
Kids Medical Systems Ltd.,04-75191,2013,1.01042E+14,1,Hospital activities,"Hospitals, health care centres, etc.",86100,Decile 10,INE457Y01014
Kilburn Engineering Ltd.,21-42956,1987,1.01014E+14,1,Manufacture of other special-purpose machinery n.e.c.,Dryers,28299,Decile 4,INE338F01015
Kilburn Office Automation Ltd.,21-33140,1980,1.0104E+14,1,Wholesale of other electronic equipments and parts thereof,Wholesale trade in other electronic products,46529,Decile 7,INE793E01014
Kilitch Drugs (India) Ltd.,11-66718,1992,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 5,INE729D01010
Kilpest India Ltd.,10-1131,1972,1.01012E+14,1,Manufacture of pesticides and other agrochemical products,Pesticides,2021,Decile 7,INE994E01018
Kinetic Engineering Ltd.,11-14819,1970,1.01015E+14,1,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",Drive transmission & steering parts,29301,Decile 4,INE266B01017
Kingfa Science & Technology (India) Ltd.,18-10438,1983,1.01012E+14,1,Manufacture of other plastics products n.e.c.,"Other articles of plastics, nec",22209,Decile 3,INE473D01015
Kings Infra Ventures Ltd.,Sep-13,1987,1.0106E+14,1,Other civil engineering projects n.e.c.,Construction,42909,Decile 7,INE050N01010
Kintech Renewables Ltd.,04-13254,1985,1.01016E+14,1,Diversified,Diversified,34,Decile 9,INE385F01016
Kiran Print-Pack Ltd.,11-51274,1989,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 9,INE516D01011
Kiran Syntex Ltd.,Apr-99,1986,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in textiles & apparels,46411,Decile 9,INE293D01017
Kiri Industries Ltd.,04-34094,1998,1.01012E+14,1,Manufacture of dyes and pigments from any source in basic form or as concentrate,Dyes,20114,Decile 2,INE415I01015
Kirloskar Brothers Ltd.,60-670,1920,1.01014E+14,1,"Manufacture of other pumps, compressors, taps and valves etc.",Pumps,28132,Decile 1,INE732A01036
Kirloskar Electric Co. Ltd.,08-415,1946,1.01014E+14,1,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",Motors & generators,2710,Decile 2,INE134B01017
Kirloskar Ferrous Inds. Ltd.,60-63223,1991,1.01014E+14,1,"Manufacture of pig iron and spiegeleisen in pigs, blocks or other primary forms",Pig iron,24101,Decile 1,INE884B01025
Kirloskar Oil Engines Ltd.,60-133351,2009,1.01014E+14,1,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Diesel engines,28110,Decile 1,INE146L01010
Kirloskar Pneumatic Co. Ltd.,60-110307,1974,1.01014E+14,1,"Manufacture of other pumps, compressors, taps and valves etc.",Compressors,28132,Decile 2,INE811A01020
Kisan Mouldings Ltd.,11-54305,1989,1.01012E+14,1,Manufacture of other plastics products n.e.c.,"Tubes, pipes & hoses of poly vinyl chloride",22209,Decile 2,INE017C01012
Kitex Garments Ltd.,Sep-28,1992,1.01012E+14,1,Manufacture of knitted and crocheted apparel,Apparels - knitted / crocheted,1430,Decile 2,INE602G01020
Kitply Industries Ltd.,Feb-69,1982,1.0104E+14,1,Wholesale of wood in the rough and products of primary processing of wood,Wholesale trade in wood products,46631,Decile 5,INE147B01019
Kkalpana Industries (India) Ltd.,21-39431,1985,1.01012E+14,1,Manufacture of other plastics products n.e.c.,"Other articles of plastics, nec",22209,Decile 1,INE301C01028
Kkrrafton Developers Ltd.,04-17815,1992,1.0104E+14,1,Other non-specialised wholesale trade n.e.c.,Wholesale trade in miscellaneous manufactured articles,46909,Decile 8,INE893C01032
Kohinoor Broadcasting Corpn. Ltd.,53-15150,1994,1.01042E+14,1,Production of television programmes or television commercials,Entertainment content provider,59113,Decile 7,INE414E01017
Kohinoor Foods Ltd.,05-70351,1989,1.01011E+14,1,Inorganic farming of non-basmati rice,Rice,1124,Decile 1,INE080B01012
Kokuyo Camlin Ltd.,Nov-34,1946,1.01016E+14,1,Diversified,Diversified manufacturing,34,Decile 2,INE760A01029
Kolte Patil Developers Ltd.,60-129428,1991,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 2,INE094I01018
Kome-On Communication Ltd.,04-21216,1994,1.01016E+14,1,Diversified,Diversified,34,Decile 8,INE833C01012
Konark Synthetic Ltd.,11-33451,1984,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics,13121,Decile 5,INE517D01019
Kopran Ltd.,11-11078,1958,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 3,INE082A01010
Kore Foods Ltd.,24-520,1983,1.01011E+14,1,"Growing of edible nuts (almonds, cashew nuts, chestnuts, hazelnuts pistachios, walnuts and other nuts)",Nuts,1252,Decile 9,INE601A01017
Kothari Fermentation & Biochem Ltd.,55-42502,1990,1.01011E+14,1,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like Manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)",Yeasts,10799,Decile 5,INE991B01010
Kothari Industrial Corpn. Ltd.,18-5865,1970,1.0104E+14,1,Wholesale of fertilizers and agrochemical products,Wholesale trade in fertilisers,46692,Decile 5,INE972A01020
Kothari Petrochemicals Ltd.,18-17347,1989,1.01012E+14,1,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)",Polyisobutylene,20131,Decile 4,INE720A01015
Kothari Products Ltd.,20-6254,1983,1.0104E+14,1,Other non-specialised wholesale trade n.e.c.,Wholesale trade in miscellaneous manufactured articles,46909,Decile 1,INE823A01017
Kothari Sugars & Chemicals Ltd.,18-4310,1960,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 3,INE419A01022
Kothari World Finance Ltd.,11-35005,1985,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 7,INE988F01017
Kotia Enterprises Ltd.,55-10678,1980,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in cotton & cotton textiles,46411,Decile 8,INE079C01012
Kovai Medical Center & Hospital Ltd.,61-1659,1985,1.01042E+14,1,Hospital activities,"Hospitals, health care centres, etc.",86100,Decile 2,INE177F01017
Kovilpatti Lakshmi Roller Flour Mills Ltd.,18-4674,1961,1.01011E+14,1,Flour milling,Wheat flour,10611,Decile 4,INE014E01015
Kratos Energy & Infrastructure Ltd.,11-21614,1979,1.01042E+14,1,Architectural and engineering activities and related technical consultancy,Technical consultancy & engineering services,71100,Decile 8,INE567L01017
Krebs Biochemicals & Inds. Ltd.,01-103912,1991,1.01012E+14,1,Manufacture of other pharmaceutical and botanical products n.e.c. like hina powder etc.,"Pharmaceutical products, nec",21009,Decile 5,INE268B01013
Kretto Syscon Ltd.,04-23061,1994,1.0104E+14,1,Other non-specialised wholesale trade n.e.c.,Wholesale trade in miscellaneous manufactured articles,46909,Decile 7,INE128R01015
Kridhan Infra Ltd.,11-160602,2006,1.0104E+14,1,Other non-specialised wholesale trade n.e.c.,Wholesale trade in miscellaneous manufactured articles,46909,Decile 5,INE524L01026
Krishana Phoschem Ltd.,17-19288,2004,1.01012E+14,1,Manufacture of other fertilizers n.e.c.,Single superphosphate,20129,Decile 5,INE506W01012
Krishna Ventures Ltd.,11-25151,1981,1.01042E+14,1,Architectural and engineering activities and related technical consultancy,Technical consultancy & engineering services,71100,Decile 7,INE537L01010
Kriti Industries (India) Ltd.,Oct-32,1990,1.01012E+14,1,Manufacture of other plastics products n.e.c.,"Tubes, pipes & hoses of poly vinyl chloride",22209,Decile 3,INE479D01038
Kriti Nutrients Ltd.,10-11245,1996,1.01011E+14,1,Manufacture of non-edible animal oil and fats,"Fats & oils, n.e.c.",10405,Decile 3,INE798K01010
Kritika Wires Ltd.,21-98699,2004,1.01014E+14,1,"Manufacture of other electronic and electric wires and cables (insulated wire and cable made of steel, copper, aluminium)","Wires & cables, nec",27320,Decile 4,INE00Z501011
Krypton Industries Ltd.,21-48791,1990,1.01015E+14,1,Manufacture of rubber tyres and tubes for cycles and cycle-rickshaws,Cycle tyres,22112,Decile 6,INE951B01014
Kshitij Investments Ltd.,11-21315,1979,1.01042E+14,1,Management consultancy activities,Business services & consultancy,70200,Decile 10,INE733N01011
Kuantum Papers Ltd.,16-35243,1997,1.01015E+14,1,Manufacture of paper and paper rolls not further processed,Paper,17013,Decile 2,INE529I01013
Kuber Udyog Ltd.,04-100824,1982,1.0104E+14,1,Other non-specialised wholesale trade n.e.c.,Wholesale trade in miscellaneous manufactured articles,46909,Decile 9,INE594R01018
Kulkarni Power Tools Ltd.,11-19147,1976,1.01014E+14,1,"Manufacture of machine tools for turning, drilling, milling, shaping, planning, boring, grinding etc.","Machine tools for drilling, boring, milling, etc.",28221,Decile 5,INE731D01024
Kumar Wire Cloth Mfg. Co. Ltd.,11-24249,1981,1.01012E+14,1,Manufacture of other textiles/textile products n.e.c.,Textile products for technical uses,13999,Decile 9,INE840A01011
Kunststoffe Industries Ltd.,11-37998,1985,1.01012E+14,1,Manufacture of other plastics products n.e.c.,"Tubes, pipes & hoses of polyethylene",22209,Decile 8,INE638D01021
Kush Industries Ltd.,04-17218,1992,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics,13121,Decile 8,INE979D01011
Kushal Tradelink Ltd.,04-37472,2000,1.0104E+14,1,Other non-specialised wholesale trade n.e.c.,Wholesale trade in miscellaneous manufactured articles,46909,Decile 3,INE647N01021
Kuwer Industries Ltd.,55-56627,1993,1.01012E+14,1,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)","Other sheets, films & foils of plastics",22201,Decile 6,INE430F01010
Kwality Ltd.,55-255519,1992,1.01011E+14,1,"Manufacture of milk-powder, ice-cream powder and condensed milk except baby milk food",Skimmed milk powder,10502,Decile 1,INE775B01025
