Company Name,ROC registration number,Incorporation year,Industry group code,Industry type,NIC name,Main product/service group,NIC code,Size decile,ISIN code
Rico Auto Inds. Ltd.,05-23187,1983,1.01015E+14,1,Manufacture of parts and accessories for motor vehicles,Automobile ancillaries,2930,Decile 2,INE209B01025
Riddhi Siddhi Gluco Biols Ltd.,04-13967,1990,1.01016E+14,1,Diversified,Diversified,34,Decile 2,INE249D01019
Ruby Mills Ltd.,11-447,1917,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics,13121,Decile 2,INE301D01026
Rupa & Co. Ltd.,21-38517,1985,1.01012E+14,1,Manufacture of knitted and crocheted apparel,Apparels - knitted / crocheted,1430,Decile 2,INE895B01021
S Chand & Co. Ltd.,55-5400,1970,1.01013E+14,1,Publishing of journals and periodicals,"Printed books, newspapers, etc.",58132,Decile 2,INE807K01035
S H Kelkar & Co. Ltd.,Nov-93,1955,1.01013E+14,1,"Manufacture of essential oils; modification by chemical processes of oils and fats (e.g. by oxidation, polymerization etc.)",Essential oils,20293,Decile 2,INE500L01026
S M S Pharmaceuticals Ltd.,Jan-66,1987,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 2,INE812G01025
S P Apparels Ltd.,61-12295,2005,1.01012E+14,1,"Manufacture of wearing apparel, except fur apparel",Apparels (Readymade garment),1410,Decile 2,INE212I01016
S R S Real Infrastructure Ltd.,05-40431,1990,1.0104E+14,1,"Other retail sale of new goods in specialized stores n.e.c (weapons and ammunition, non food products)","Retail trade in cement, asbestos, abrasives etc.",47739,Decile 2,INE953I01023
S V C Industries Ltd.,11-53232,1989,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Purified Terephthalic acid (PTA),20119,Decile 2,INE038B01010
Sagar Cements Ltd.,62-2887,1981,1.01013E+14,1,Manufacture of clinkers and cement,Cement,23941,Decile 2,INE229C01013
Sakuma Exports Ltd.,11-155765,2005,1.0104E+14,1,Whole sale of other agriculture raw materials n.e.c.,Wholesale trade in food & agro-based products,46209,Decile 2,INE190H01016
Sandesh Ltd.,04-183,1943,1.01015E+14,1,Publishing of newspapers,"Newspapers, journals & periodicals",58131,Decile 2,INE583B01015
Sandur Manganese & Iron Ores Ltd.,08-759,1954,1.0102E+14,1,Mining and quarrying n.e.c.,"Metallic ores, slag, ash",89,Decile 2,INE149K01016
Sanghvi Movers Ltd.,60-54143,1989,1.01042E+14,1,Rental and leasing activities,Renting services,77,Decile 2,INE989A01024
Sasken Technologies Ltd.,08-14226,1989,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 2,INE231F01020
Satia Industries Ltd.,16-4329,1980,1.01015E+14,1,"Manufacture of printing, writing and photocopying paper ready for use","Writing, printing paper",17093,Decile 2,INE170E01015
Saurashtra Cement Ltd.,04-840,1956,1.01013E+14,1,"Manufacture of portland cement, aluminous cement, slag cement and similar hydraulic cement",Ordinary portland cement,23942,Decile 2,INE626A01014
Scan Steels Ltd.,11-76015,1994,1.01014E+14,1,Manufacture of basic iron and steel,Iron & steel,2410,Decile 2,INE099G01011
Seamec Ltd.,11-154910,1986,1.01042E+14,1,Rental and leasing activities,Renting services,77,Decile 2,INE497B01018
Sequent Scientific Ltd.,11-36685,1985,1.01016E+14,1,Diversified,Diversified,34,Decile 2,INE807F01027
Setco Automotive Ltd.,Apr-03,1982,1.01015E+14,1,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",Drive transmission & steering parts,29301,Decile 2,INE878E01021
Seya Industries Ltd.,11-58499,1990,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Chlorobenzene,20119,Decile 2,INE573R01012
Shah Alloys Ltd.,04-14698,1990,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,"Clad, plated or coated flat rolled products",24105,Decile 2,INE640C01011
Shalby Ltd.,04-44667,2004,1.01042E+14,1,Hospital activities,"Hospitals, health care centres, etc.",86100,Decile 2,INE597J01018
Shalimar Paints Ltd.,05-65611,1902,1.01013E+14,1,"Manufacture of paints and varnishes, enamels or lacquers",Decorative paints,20221,Decile 2,INE849C01026
Sharda Motor Inds. Ltd.,55-23202,1986,1.01015E+14,1,Manufacture of other attachments to motor vehicles n.e.c.,"Automobile ancillaries, nec",29209,Decile 2,INE597I01010
Shemaroo Entertainment Ltd.,11-158288,2005,1.01042E+14,1,Production of motion picture,"Motion picture production, distribution & exhibition",59111,Decile 2,INE363M01019
Shilpa Medicare Ltd.,Aug-39,1987,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 2,INE790G01031
Shiva Texyarn Ltd.,61-945,1980,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 2,INE705C01020
Shivam Autotech Ltd.,55-139163,2005,1.01015E+14,1,Manufacture of parts and accessories for motor vehicles,Automobile ancillaries,2930,Decile 2,INE637H01024
Shree Digvijay Cement Co. Ltd.,04-749,1939,1.01013E+14,1,Manufacture of clinkers and cement,Cement,23941,Decile 2,INE232A01011
Shree Rama Newsprint Ltd.,04-19432,1991,1.01015E+14,1,Manufacture of news print,Newsprint,17012,Decile 2,INE278B01020
Shristi Infrastructure Devp. Corpn. Ltd.,21-49541,1990,1.0106E+14,1,Other civil engineering projects n.e.c.,Construction,42909,Decile 2,INE472C01027
Sicagen India Ltd.,18-53467,2004,1.0104E+14,1,Wholesale of metals and metal ores,Wholesale trade in articles of iron & steel,46620,Decile 2,INE176J01011
Signet Industries Ltd.,11-35202,1985,1.0104E+14,1,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals",Wholesale trade in manufactured products,46102,Decile 2,INE529F01035
Simbhaoli Sugars Ltd.,20-44210,2011,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 2,INE748T01016
Sindhu Trade Links Ltd. (1992),55-121695,1992,1.01041E+14,1,Other land transport services n.e.c,Transport & allied services,52219,Decile 2,INE325D01017
Sirpur Paper Mills Ltd.,62-591,1939,1.01015E+14,1,Manufacture of corrugated paper and paperboard,"Paper & paperboard, corrugated, crepped, embossed, etc",17021,Decile 2,INE202C01010
Snowman Logistics Ltd.,11-285633,1993,1.01042E+14,1,Warehousing and storage,"Storage, warehousing, distribution & allied services",5210,Decile 2,INE734N01019
Sonata Software Ltd.,11-82110,1994,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 2,INE269A01021
Spentex Industries Ltd.,55-138153,1991,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton & blended yarn,13111,Decile 2,INE376C01020
Sportking India Ltd.,55-35050,1989,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 2,INE885H01011
Sri Chamundeswari Sugars Ltd.,Aug-74,1970,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 2,INE004H01019
Steelco Gujarat Ltd.,04-11748,1989,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,Flat products,24105,Decile 2,INE629B01024
Sterling International Enterprises Ltd.,11-142575,1984,1.0106E+14,1,"Site preparation including drilling, boring and core sampling for construction, geophysical, geological or similar purposes",Onshore drilling,43122,Decile 2,INE696C01021
Subex Ltd.,08-16663,1994,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 2,INE754A01014
Sukhjit Starch & Chemicals Ltd.,16-1925,1943,1.01011E+14,1,Manufacture of other non-alcoholic beverages n.e.c.,"Food products, beverages & tobacco",11049,Decile 2,INE450E01011
Sumeet Industries Ltd.,04-11049,1988,1.01012E+14,1,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn",Polypropylene filament yarn (PPFY),20203,Decile 2,INE235C01010
Superhouse Ltd.,20-4910,1980,1.01013E+14,1,"Tanning and dressing of leather; Manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur",Leather & related products,151,Decile 2,INE712B01010
Suprajit Engineering Ltd.,Aug-34,1985,1.01015E+14,1,Manufacture of other attachments to motor vehicles n.e.c.,Automobile equipment,29209,Decile 2,INE399C01030
Supreme Tex Mart Ltd.,16-16933,1988,1.01012E+14,1,Manufacture of synthetic or artificial filament staple fibre not textured,"Synthetic staple fibres, not carded or combed",20302,Decile 2,INE651G01027
Suryalakshmi Cotton Mills Ltd.,62-923,1962,1.01012E+14,1,Manufacture of textiles,Textiles,13,Decile 2,INE713B01026
Suven Life Sciences Ltd.,62-9713,1989,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 2,INE495B01038
Swan Energy Ltd.,11-294,1909,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics,13121,Decile 2,INE665A01038
Swaraj Engines Ltd.,16-6473,1985,1.01014E+14,1,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Diesel engines,28110,Decile 2,INE277A01016
Swelect Energy Systems Ltd.,18-28578,1994,1.01014E+14,1,"Manufacture of electric accumulator incuding parts thereof (separators, containers, covers)",Uninterrupted power supplies,27202,Decile 2,INE409B01013
Symphony Ltd.,04-10331,1988,1.0104E+14,1,"Wholesale of electrical machinery, equipment and supplies, n.e.c.","Wholesale trade in refrigerators, air-conditioners, etc",46593,Decile 2,INE225D01027
T C N S Clothing Co. Ltd.,55-90978,1997,1.01012E+14,1,"Manufacture of wearing apparel, except fur apparel",Apparels (Readymade garment),1410,Decile 2,INE778U01029
T C P L Packaging Ltd.,11-44505,1987,1.01012E+14,1,Manufacture of other plastics products n.e.c.,Flexible packaging materials,22209,Decile 2,INE822C01015
T C P Ltd.,18-5999,1971,1.0103E+14,1,Electric power generation by coal based thermal power plants,Coal-based thermal electricity,35102,Decile 2,INE459B01018
T D Power Systems Ltd.,08-25071,1999,1.01014E+14,1,"Manufacture of power generators (except battery charging alternators for internal combustion engines), motor generator sets (except turbine generator set units)",AC generators,27101,Decile 2,INE419M01019
T G V Sraac Ltd.,Jan-77,1982,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,"Oxides, hydroxides & peroxides of metals",20119,Decile 2,INE284B01028
T I L Ltd.,21-41725,1974,1.01016E+14,1,Diversified,Diversified,34,Decile 2,INE806C01018
T R F Ltd.,27-700,1962,1.0106E+14,1,Construction of utility projects n.e.c.,Construction of other industrial plants,42209,Decile 2,INE391D01019
T T Ltd.,55-9241,1978,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton & blended yarn,13111,Decile 2,INE592B01016
T V S Electronics Ltd.,18-32941,1995,1.0104E+14,1,Other non-specialised wholesale trade n.e.c.,Wholesale trade in miscellaneous manufactured articles,46909,Decile 2,INE236G01019
T V Today Network Ltd.,55-103001,1999,1.01042E+14,1,Television programming and broadcasting activities,Television broadcasting media,6020,Decile 2,INE038F01029
Taj G V K Hotels & Resorts Ltd.,01-19349,1995,1.0104E+14,1,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats","Hotels, resorts & restaurants",55101,Decile 2,INE586B01026
Tamilnadu Petroproducts Ltd.,18-10931,1984,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Linear alkyl benzene,20119,Decile 2,INE148A01019
Tanla Solutions Ltd.,62-21262,1995,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 2,INE483C01032
Tantia Constructions Ltd.,21-26284,1964,1.0106E+14,1,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways","Construction of roads, bridges, tunnels etc.",42101,Decile 2,INE388G01018
Tata Coffee Ltd.,08-833,1943,1.01011E+14,1,"Coffee curing, roasting, grinding blending etc. and manufacturing of coffee products",Coffee incl. instant coffee,10792,Decile 2,INE493A01027
Tata Elxsi Ltd.,Aug-68,1989,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 2,INE670A01012
Tata Sponge Iron Ltd.,15-1091,1982,1.01014E+14,1,Manufacture of direct reduction of iron (sponge iron) and other spongy ferrous products,Sponge iron,24102,Decile 2,INE674A01014
Technocraft Industries (India) Ltd.,11-69252,1992,1.01016E+14,1,Diversified,Diversified manufacturing,34,Decile 2,INE545H01011
Technofab Engineering Ltd.,55-5712,1971,1.01014E+14,1,Manufacture of other fabricated metal products n.e.c.,Other fabricated metal products,25999,Decile 2,INE509K01011
Tejas Networks Ltd.,08-26980,2000,1.01014E+14,1,"Manufacture of telephone and facsimile equipment, including telephone answering machines, PBX",Multiplex equipment,26302,Decile 2,INE010J01012
Thangamayil Jewellery Ltd.,18-44514,2000,1.01013E+14,1,"Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials",Jewellery of gold,32111,Decile 2,INE085J01014
Thiru Arooran Sugars Ltd.,18-2915,1954,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 2,INE409A01015
Thirumalai Chemicals Ltd.,11-16149,1972,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Phthalic anhydride,20119,Decile 2,INE338A01024
Tide Water Oil Co. (India) Ltd.,21-4357,1921,1.01012E+14,1,"Production of liquid and gaseous fuels, illuminating oils, lubricating oils or greases or other products from crude petroleum or bituminous minerals",Lube oils & lubricants,19201,Decile 2,INE484C01022
Timken India Ltd.,08-48230,1987,1.01014E+14,1,"Manufacture of bearings, gears, gearing and driving elements",Ball or roller bearings,28140,Decile 2,INE325A01013
Tinplate Co. Of India Ltd.,21-3606,1920,1.01014E+14,1,Manufacture of other non-ferrous metals n.e.c.,"Tin plates, sheets & strips",24209,Decile 2,INE422C01014
Titagarh Wagons Ltd.,21-84819,1997,1.01015E+14,1,"Manufacture of self-propelled railway or tramway coaches, vans and trucks, maintenance or service vehicles","Railway wagons, coaches, etc., nec",30202,Decile 2,INE615H01020
Tourism Finance Corpn. Of India Ltd.,55-34812,1989,1.02032E+14,2,Activities auxiliary to financial service activities n.e.c.,Development financing services,66190,Decile 2,INE305A01015
Transformers & Rectifiers (India) Ltd.,04-22460,1994,1.01014E+14,1,"Manufacture of electric power distribution transformers, arc-welding transformers, fluorescent ballasts, transmission and distribution voltage regulators",Transformers,27102,Decile 2,INE763I01026
Tree House Education & Accessories Ltd.,11-163028,2006,1.01042E+14,1,Primary education (education at the first level),Primary education,85102,Decile 2,INE040M01013
Triveni Turbine Ltd.,20-41834,1995,1.01014E+14,1,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Steam turbines,28110,Decile 2,INE152M01016
Twilight Litaka Pharma Ltd.,11-17139,1974,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 2,INE783B01029
U F O Moviez India Ltd.,11-285453,2004,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 2,INE527H01019
Ucal Fuel Systems Ltd.,18-12343,1985,1.01015E+14,1,Manufacture of parts and accessories for motor vehicles,Automobile ancillaries,2930,Decile 2,INE139B01016
Ugar Sugar Works Ltd.,60-6738,1939,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 2,INE071E01023
Universal Cables Ltd.,10-1114,1945,1.01014E+14,1,"Manufacture of other electronic and electric wires and cables (insulated wire and cable made of steel, copper, aluminium)",PVC insulated cables & flexes,27320,Decile 2,INE279A01012
Uniworth Ltd.,21-44984,1988,1.01012E+14,1,"Preparation and spinning of wool, including other animal hair and blended* wool including other animal hair",Wool yarn,13113,Decile 2,INE207A01013
V I P Industries Ltd.,11-13914,1968,1.0104E+14,1,Other non-specialised wholesale trade n.e.c.,Wholesale trade in plastic products,46909,Decile 2,INE054A01027
V S T Tillers Tractors Ltd.,08-1706,1968,1.01014E+14,1,Manufacture of other agricultural and forestry machinery n.e.c.,Agricultural machinery,28219,Decile 2,INE764D01017
V T X Industries Ltd.,61-248,1955,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics,13121,Decile 2,INE119G01025
V-Mart Retail Ltd.,55-163727,2002,1.0104E+14,1,"Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories such as gloves, ties, braces etc.",Retail trade in apparels (readymade garments),47711,Decile 2,INE665J01013
Vadilal Industries Ltd.,Apr-69,1982,1.01011E+14,1,"Manufacture of ice-cream, kulfi etc.",Icecreams & kulfi,10505,Decile 2,INE694D01016
Vaibhav Global Ltd.,17-4945,1989,1.01013E+14,1,Working of diamonds and other precious and semi-precious stones including the working of industrial quality stones and synthetic or reconstructed precious or semi-precious stones,Diamonds,32112,Decile 2,INE884A01019
Valecha Engineering Ltd.,11-19535,1977,1.0106E+14,1,Other civil engineering projects n.e.c.,Infrastructure construction,42909,Decile 2,INE624C01015
Vardhman Acrylics Ltd.,16-19212,1990,1.01012E+14,1,Manufacture of synthetic or artificial filament staple fibre not textured,Acrylic fibre,20302,Decile 2,INE116G01013
Vardhman Polytex Ltd.,16-4242,1980,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 2,INE835A01011
Vardhman Special Steels Ltd.,16-33930,2010,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,Flat products,24105,Decile 2,INE050M01012
Vascon Engineers Ltd.,60-175750,1986,1.0106E+14,1,Construction of utility projects n.e.c.,Construction of other industrial plants,42209,Decile 2,INE893I01013
Venus Remedies Ltd.,53-9705,1989,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 2,INE411B01019
Vesuvius India Ltd.,21-52968,1991,1.01013E+14,1,Manufacture of other refractory articles n.e.c.,Other refractories,23919,Decile 2,INE386A01015
Vijay Solvex Ltd.,17-4232,1987,1.01011E+14,1,Manufacture of vegetable oils and fats excluding corn oil,Vegetable oils,10402,Decile 2,INE362D01010
Vinati Organics Ltd.,11-52224,1989,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Isobutyl benzene,20119,Decile 2,INE410B01029
Vindhya Telelinks Ltd.,Oct-34,1983,1.0106E+14,1,"Construction/erection and maintenance of power, telecommunication and transmission lines",Construction of transmission lines,42202,Decile 2,INE707A01012
Vipul Ltd.,55-167607,1991,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 2,INE946H01037
Visaka Industries Ltd.,62-3072,1981,1.01013E+14,1,Manufacture of other cement and asbestos cement products n.e.c.,Asbestos-cement products,23959,Decile 2,INE392A01013
Vishal Exports Overseas Ltd.,04-24874,1995,1.0104E+14,1,Wholesale of paper in bulk,"Wholesale trade in paper, newsprint and paperboard",46696,Decile 2,INE167C01023
Vishnu Chemicals Ltd.,62-46359,1993,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,"Chromates of sodium, potassium, zinc & lead",20119,Decile 2,INE270I01014
Vivimed Labs Ltd.,Aug-65,1988,1.01012E+14,1,"Manufacture of photographic plates, films, sensitized paper and other sensitized unexposed materials,chemical preparations for photographic uses",Chemicals for photographic uses,20294,Decile 2,INE526G01021
Voltamp Transformers Ltd.,04-1437,1967,1.01014E+14,1,"Manufacture of electric power distribution transformers, arc-welding transformers, fluorescent ballasts, transmission and distribution voltage regulators",Transformers,27102,Decile 2,INE540H01012
Walchandnagar Industries Ltd.,11-291,1908,1.01016E+14,1,Diversified,Diversified manufacturing,34,Decile 2,INE711A01022
Wanbury Ltd.,11-48455,1988,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 2,INE107F01022
Welspun Enterprises Ltd.,04-23920,1994,1.0106E+14,1,Construction of utility projects n.e.c.,Construction of other industrial plants,42209,Decile 2,INE625G01013
Winsome Textile Inds. Ltd.,Jun-47,1980,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 2,INE837B01031
Winsome Yarns Ltd.,53-10566,1990,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 2,INE784B01035
Wonderla Holidays Ltd.,08-31224,2002,1.01042E+14,1,Other amusement and recreation activities n.e.c.,Amusement centres etc,93290,Decile 2,INE066O01014
X L Energy Ltd.,62-5844,1985,1.01014E+14,1,Manufacture of other electrical equipment,Solar modules,27900,Decile 2,INE183H01011
Zee Media Corpn. Ltd.,11-121506,1999,1.01042E+14,1,Television programming and broadcasting activities,Television broadcasting media,6020,Decile 2,INE966H01019
Zenith Infotech Ltd.,11-102705,1996,1.0104E+14,1,Wholesale of computers and computer peripheral equipment,Wholesale trade in computer systems and peripherals,46511,Decile 2,INE899A01017
