Company Name,ROC registration number,Incorporation year,Industry group code,Industry type,NIC name,Main product/service group,NIC code,Size decile,ISIN code
Jindal Saw Ltd.,20-23979,1984,1.01014E+14,1,"Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-steel",Tubes & pipes,24311,Decile 1,INE324A01024
Jindal Stainless (Hisar) Ltd.,05-49963,2013,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,"Hot rolled coils, strips, sheets",24105,Decile 1,INE455T01018
Jindal Stainless Ltd.,05-10901,1980,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,"Hot rolled coils, strips, sheets",24105,Decile 1,INE220G01021
Jindal Steel & Power Ltd.,May-13,1979,1.01014E+14,1,Manufacture of basic iron and steel,Iron & steel,2410,Decile 1,INE749A01030
Johnson Controls-Hitachi Air Conditioning India Ltd.,Apr-70,1984,1.01013E+14,1,"Manufacture of air-conditioning machines, including motor vehicles air- conditioners",Air conditioning machines / systems,28192,Decile 1,INE782A01015
Jubilant Foodworks Ltd.,20-43677,1995,1.01011E+14,1,Manufacture of other bakery products n.e.c.,Pizzas,10719,Decile 1,INE797F01012
Jubilant Life Sciences Ltd.,20-4624,1978,1.01012E+14,1,Manufacture of Chemicals and Chemical products,Chemicals & chemical products,20,Decile 1,INE700A01033
Jupiter Bioscience Ltd.,Aug-26,1985,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Organic chemicals,20119,Decile 1,INE918B01013
Jyothy Laboratories Ltd.,11-128651,1992,1.01013E+14,1,Manufacture of soap all forms,Washing soap liquids,20231,Decile 1,INE668F01031
Jyoti Structures Ltd.,11-17494,1974,1.01014E+14,1,Manufacture of other structural metal products,Transmission towers & structurals,25119,Decile 1,INE197A01024
K E C International Ltd.,11-152061,2005,1.0106E+14,1,Other civil engineering projects n.e.c.,Industrial & infrastructural construction,42909,Decile 1,INE389H01022
K I O C L Ltd.,Aug-74,1976,1.0102E+14,1,Mining of iron ores,Iron ore pellets,7100,Decile 1,INE880L01014
K N R Constructions Ltd.,55-238364,1995,1.0106E+14,1,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways","Construction of roads, bridges, tunnels etc.",42101,Decile 1,INE634I01029
K P I T Technologies Ltd.,60-59594,1990,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 1,INE836A01035
K P R Mill Ltd.,61-10518,1993,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 1,INE930H01023
K R B L Ltd.,55-52845,1993,1.01011E+14,1,Inorganic farming of non-basmati rice,Rice,1124,Decile 1,INE001B01026
Kajaria Ceramics Ltd.,05-56150,1985,1.01013E+14,1,Manufacture of ceramic products n.e.c.,"Glazed ceramic tiles, paving & flags",23939,Decile 1,INE217B01036
Kalpataru Power Transmission Ltd.,Apr-81,1981,1.0106E+14,1,Other civil engineering projects n.e.c.,Infrastructure construction,42909,Decile 1,INE220B01022
Kalyani Steels Ltd.,11-16350,1973,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,Finished Steel (Non-Alloy Steel),24105,Decile 1,INE907A01026
Kansai Nerolac Paints Ltd.,11-825,1920,1.01013E+14,1,"Manufacture of paints and varnishes, enamels or lacquers",Industrial paints,20221,Decile 1,INE531A01024
Kaveri Seed Co. Ltd.,62-6728,1986,1.01011E+14,1,Seed processing for propagation,Agriseed,1640,Decile 1,INE455I01029
Kei Industries Ltd.,55-51527,1992,1.01014E+14,1,"Manufacture of other electronic and electric wires and cables (insulated wire and cable made of steel, copper, aluminium)",Cables & other conductors,27320,Decile 1,INE878B01027
Kesoram Industries Ltd.,21-3429,1919,1.01013E+14,1,Manufacture of clinkers and cement,Cement,23941,Decile 1,INE087A01019
Kirloskar Brothers Ltd.,60-670,1920,1.01014E+14,1,"Manufacture of other pumps, compressors, taps and valves etc.",Pumps,28132,Decile 1,INE732A01036
Kirloskar Ferrous Inds. Ltd.,60-63223,1991,1.01014E+14,1,"Manufacture of pig iron and spiegeleisen in pigs, blocks or other primary forms",Pig iron,24101,Decile 1,INE884B01025
Kirloskar Oil Engines Ltd.,60-133351,2009,1.01014E+14,1,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Diesel engines,28110,Decile 1,INE146L01010
Kkalpana Industries (India) Ltd.,21-39431,1985,1.01012E+14,1,Manufacture of other plastics products n.e.c.,"Other articles of plastics, nec",22209,Decile 1,INE301C01028
Kohinoor Foods Ltd.,05-70351,1989,1.01011E+14,1,Inorganic farming of non-basmati rice,Rice,1124,Decile 1,INE080B01012
Kothari Products Ltd.,20-6254,1983,1.0104E+14,1,Other non-specialised wholesale trade n.e.c.,Wholesale trade in miscellaneous manufactured articles,46909,Decile 1,INE823A01017
Kwality Ltd.,55-255519,1992,1.01011E+14,1,"Manufacture of milk-powder, ice-cream powder and condensed milk except baby milk food",Skimmed milk powder,10502,Decile 1,INE775B01025
L & T Technology Services Ltd.,11-232169,2012,1.01042E+14,1,Architectural and engineering activities and related technical consultancy,Technical consultancy & engineering services,71100,Decile 1,INE010V01017
L T Foods Ltd.,55-41790,1990,1.01011E+14,1,Inorganic farming of non-basmati rice,Rice,1124,Decile 1,INE818H01020
Lakshmi Energy & Foods Ltd.,53-10573,1990,1.0104E+14,1,Wholesale of cereals & pulses,Wholesale trade in foodgrains,46201,Decile 1,INE992B01026
Lakshmi Machine Works Ltd.,61-463,1962,1.01014E+14,1,"Manufacture of machinery for preparation of textile fibers, spinning machines, machines for preparing textile yarns, weaving machines (looms), including hand looms, knitting machines",Textile spinning machines,28261,Decile 1,INE269B01029
Lanco Infratech Ltd.,62-15545,1993,1.0106E+14,1,Other civil engineering projects n.e.c.,Other infrastructure construction,42909,Decile 1,INE785C01048
Larsen & Toubro Infotech Ltd.,11-104693,1997,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 1,INE214T01019
Larsen & Toubro Ltd.,Nov-68,1946,1.0106E+14,1,Construction of utility projects n.e.c.,Construction of other industrial plants,42209,Decile 1,INE018A01030
Laurus Labs Ltd.,01-47518,2005,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 1,INE947Q01010
Leel Electricals Ltd.,20-91016,1987,1.01013E+14,1,"Manufacture of air-conditioning machines, including motor vehicles air- conditioners",Air conditioning machines / systems,28192,Decile 1,INE245C01019
Linde India Ltd.,21-8184,1935,1.01012E+14,1,Manufacture of basic chemical elements,Oxygen,20116,Decile 1,INE473A01011
Loyal Textile Mills Ltd.,18-1361,1946,1.01012E+14,1,Manufacture of textiles,Textiles,13,Decile 1,INE970D01010
Lumax Industries Ltd.,55-12804,1981,1.01015E+14,1,Manufacture of electric lighting equipment,Auto head lights,27400,Decile 1,INE162B01018
Lupin Ltd.,11-29442,1983,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 1,INE326A01037
M B L Infrastructures Ltd.,55-338407,1995,1.0106E+14,1,Other civil engineering projects n.e.c.,Infrastructure construction,42909,Decile 1,INE912H01013
M E P Infrastructure Developers Ltd.,11-136779,2002,1.01041E+14,1,Other land transport services n.e.c,Toll revenue,52219,Decile 1,INE776I01010
M M T C Ltd.,55-4033,1963,1.0104E+14,1,"Retail trade, except of motor vehicles and motorcycles",Retail trade in gold,47,Decile 1,INE123F01029
M O I L Ltd.,11-12398,1962,1.0102E+14,1,Mining of manganese ore,Manganese ores,7293,Decile 1,INE490G01020
M R F Ltd.,18-4306,1960,1.01015E+14,1,Manufacture of rubber tyres and tubes n.e.c.,Tyres,22119,Decile 1,INE883A01011
M S P Steel & Power Ltd.,21-27399,1968,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,Long products,24105,Decile 1,INE752G01015
Madhucon Projects Ltd.,62-11114,1990,1.0106E+14,1,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways","Construction of roads, bridges, tunnels etc.",42101,Decile 1,INE378D01032
Madras Fertilizers Ltd.,18-5469,1966,1.01012E+14,1,Manufacture of urea and other organic fertilizers,Urea,20121,Decile 1,INE414A01015
Mafatlal Industries Ltd.,Apr-35,1913,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics,13121,Decile 1,INE270B01027
Mahanagar Gas Ltd.,11-88133,1995,1.0104E+14,1,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of goods in foreign trade zones]",NG storage & distribution,52109,Decile 1,INE002S01010
Mahanagar Telephone Nigam Ltd.,55-23501,1986,1.01041E+14,1,Telecommunications,Telecommunication services,61,Decile 1,INE153A01019
Maharashtra Seamless Ltd.,11-80545,1988,1.01014E+14,1,"Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-steel",Seamless tubes & pipes,24311,Decile 1,INE271B01025
Mahindra & Mahindra Ltd.,Nov-58,1945,1.01015E+14,1,Manufacture of motor vehicles,Automobiles,2910,Decile 1,INE101A01026
Mahindra C I E Automotive Ltd.,11-121285,1999,1.01015E+14,1,Manufacture of parts and accessories for motor vehicles,Automobile ancillaries,2930,Decile 1,INE536H01010
Mahindra Holidays & Resorts India Ltd.,18-36595,1996,1.0104E+14,1,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats","Hotels, resorts & restaurants",55101,Decile 1,INE998I01010
Mahindra Lifespace Developers Ltd.,11-118949,1999,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Commercial real estate,41001,Decile 1,INE813A01018
Mahindra Logistics Ltd.,11-173466,2007,1.01041E+14,1,Other land transport services n.e.c,Transport & allied services,52219,Decile 1,INE766P01016
Man Industries (India) Ltd.,11-47408,1988,1.01014E+14,1,"Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-steel",Tubes & pipes,24311,Decile 1,INE993A01026
Mandhana Industries Ltd.,11-33553,1984,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics,13121,Decile 1,INE087J01010
Mangalam Cement Ltd.,17-1705,1976,1.01013E+14,1,"Manufacture of portland cement, aluminous cement, slag cement and similar hydraulic cement",Ordinary portland cement,23942,Decile 1,INE347A01017
Mangalore Chemicals & Fertilizers Ltd.,Aug-36,1966,1.01012E+14,1,Manufacture of fertilizers and nitrogen compounds,Fertilisers,2012,Decile 1,INE558B01017
Mangalore Refinery & Petrochemicals Ltd.,Aug-59,1988,1.01012E+14,1,"Manufacture of other petroleum n.e.c. (includes Manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals)",Petroleum products,19209,Decile 1,INE103A01014
Marg Ltd.,18-29561,1994,1.0106E+14,1,Other civil engineering projects n.e.c.,Other infrastructure construction,42909,Decile 1,INE941E01019
Marico Ltd.,11-49208,1988,1.01011E+14,1,Manufacture of vegetable oils and fats excluding corn oil,Edible oils,10402,Decile 1,INE196A01026
Maruti Suzuki India Ltd.,55-11375,1981,1.01015E+14,1,Manufacture of passenger cars,Passenger cars,29101,Decile 1,INE585B01010
Mawana Sugars Ltd.,55-3413,1961,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 1,INE636A01039
Mcleod Russel India Ltd.,21-87076,1998,1.01011E+14,1,Processing and blending of tea including Manufacture of instant tea,"Tea, processed",10791,Decile 1,INE942G01012
Mcnally Bharat Engg. Co. Ltd.,21-25181,1961,1.01014E+14,1,Manufacture of other lifting and handling equipment and parts thereof,Material handling equipment,28162,Decile 1,INE748A01016
Meghmani Organics Ltd.,04-24052,1995,1.01012E+14,1,Manufacture of dyes and pigments from any source in basic form or as concentrate,Pigments,20114,Decile 1,INE974H01013
Mercator Ltd.,11-31418,1983,1.01041E+14,1,Water transport,Water transport & allied services (Shipping),50,Decile 1,INE934B01028
Merck Ltd.,11-13726,1967,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 1,INE199A01012
Metalyst Forgings Ltd.,11-19569,1977,1.01014E+14,1,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",Forgings,25910,Decile 1,INE425A01011
Micro Technologies (India) Ltd.,11-68558,1992,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 1,INE358B01012
Minda Industries Ltd.,55-50333,1992,1.01015E+14,1,Manufacture of other attachments to motor vehicles n.e.c.,Automobile equipment,29209,Decile 1,INE405E01023
Mindtree Ltd.,08-25564,1999,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 1,INE018I01017
Monnet Ispat & Energy Ltd.,26-9826,1990,1.01014E+14,1,"Manufacture of steel in ingots or other primary forms, and other semi- finished products of steel",Semi-finished steel,24103,Decile 1,INE743C01021
Moser Baer India Ltd.,55-15418,1983,1.01014E+14,1,"Manufacture of magnetic and optical storage devices such as magnetic disk drives, flash drives, CD, DVD and other storage devices",Floppy disks,26202,Decile 1,INE739A01015
Motherson Sumi Systems Ltd.,11-284510,1986,1.01015E+14,1,"Manufacture of motor vehicle electrical equipment, such as generators, alternators, spark plugs, ignition wiring harnesses, power window and door systems, assembly of purchased gauges into instrument panels, voltage regulators, etc.",Wiring harness & parts,29304,Decile 1,INE775A01035
Mphasis Ltd.,08-25294,1992,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 1,INE356A01018
Mukand Ltd.,Nov-26,1937,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,Finished Steel (Non-Alloy Steel),24105,Decile 1,INE304A01026
Munjal Showa Ltd.,05-20934,1985,1.01015E+14,1,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",Shock absorbers,29301,Decile 1,INE577A01027
N B C C (India) Ltd.,55-3335,1960,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Housing real estate,41001,Decile 1,INE095N01031
N C C Ltd.,62-11146,1990,1.0106E+14,1,Other civil engineering projects n.e.c.,Infrastructure construction,42909,Decile 1,INE868B01028
N H P C Ltd.,05-32564,1975,1.0103E+14,1,Electric power generation by hydroelectric power plants,Hydro electricity (> 25 megawatt),35101,Decile 1,INE848E01016
N I I T Technologies Ltd.,55-48753,1992,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 1,INE591G01017
N L C India Ltd.,18-3507,1956,1.0103E+14,1,"Electric power generation by non-coal based thermal (e.g. diesel, gas )",Thermal electricity,35103,Decile 1,INE589A01014
N M D C Ltd.,01-1674,1958,1.0102E+14,1,Mining of iron ores,Iron ores & concentrates,7100,Decile 1,INE584A01023
N T P C Ltd.,55-7966,1975,1.0103E+14,1,"Electric power generation by non-coal based thermal (e.g. diesel, gas )",Thermal electricity,35103,Decile 1,INE733E01010
Nagarjuna Fertilizers & Chemicals Ltd.,01-76238,2006,1.01012E+14,1,Manufacture of urea and other organic fertilizers,Urea,20121,Decile 1,INE454M01024
Nahar Industrial Enterprises Ltd.,16-18321,1983,1.01012E+14,1,Finishing of cotton and blended cotton textiles.,Cotton textiles,13131,Decile 1,INE289A01011
Nahar Spinning Mills Ltd.,16-4341,1980,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton & blended yarn,13111,Decile 1,INE290A01027
Nandan Denim Ltd.,04-22719,1994,1.01012E+14,1,Weaving of textiles,Denim,1312,Decile 1,INE875G01030
Narayana Hrudayalaya Ltd.,08-27497,2000,1.01042E+14,1,Hospital activities,"Hospitals, health care centres, etc.",86100,Decile 1,INE410P01011
Natco Pharma Ltd.,62-3201,1981,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 1,INE987B01026
National Aluminium Co. Ltd.,15-920,1981,1.01014E+14,1,Manufacture of Aluminium from alumina and by other methods and products of aluminium and alloys,Aluminium unalloyed ingots,24202,Decile 1,INE139A01034
National Fertilizers Ltd.,55-7417,1974,1.01012E+14,1,Manufacture of urea and other organic fertilizers,Urea,20121,Decile 1,INE870D01012
National Steel & Agro Inds. Ltd.,11-140379,1985,1.0104E+14,1,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles",Wholesale trade in agricultural crops,46101,Decile 1,INE088B01015
Nava Bharat Ventures Ltd.,62-1549,1972,1.01014E+14,1,Manufacture of ferro-alloys,Ferro silico manganese,24104,Decile 1,INE725A01022
Nectar Lifesciences Ltd.,16-16664,1995,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 1,INE023H01027
Nestle India Ltd.,55-3786,1959,1.01011E+14,1,Manufacture of other non-alcoholic beverages n.e.c.,"Food products, beverages & tobacco",11049,Decile 1,INE239A01016
Network18 Media & Invst. Ltd.,11-280969,1996,1.01042E+14,1,Advertising,Advertising,73100,Decile 1,INE870H01013
Neueon Towers Ltd.,62-49743,2006,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,Flat products,24105,Decile 1,INE333I01036
Nilkamal Ltd.,54-162,1985,1.01012E+14,1,Manufacture of other plastics products n.e.c.,Plastic injection moulding items,22209,Decile 1,INE310A01015
Nirlon Ltd.,11-11045,1958,1.01042E+14,1,Rental and leasing activities,Renting services,77,Decile 1,INE910A01012
Nitco Ltd.,11-16547,1966,1.01013E+14,1,Manufacture of ceramic products n.e.c.,Ceramic tiles,23939,Decile 1,INE858F01012
Novartis India Ltd.,Nov-04,1947,1.0104E+14,1,Wholesale of pharmaceutical and medical goods,"Wholesale trade in drugs, medicines & allied products",46497,Decile 1,INE234A01025
O C L India Ltd.,18-117481,1949,1.01013E+14,1,Manufacture of clinkers and cement,Cement,23941,Decile 1,INE290B01025
O C L Iron & Steel Ltd.,15-8594,2006,1.01014E+14,1,Manufacture of direct reduction of iron (sponge iron) and other spongy ferrous products,Sponge iron,24102,Decile 1,INE196J01019
Oberoi Realty Ltd.,11-114818,1998,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 1,INE093I01010
Oil & Natural Gas Corpn. Ltd.,55-54155,1993,1.0102E+14,1,Extraction of crude petroleum,Crude oil,610,Decile 1,INE213A01029
Oil India Ltd.,02-1148,1959,1.0102E+14,1,Extraction of crude petroleum,Crude oil,610,Decile 1,INE274J01014
Olympic Oil Inds. Ltd.,11-22912,1980,1.0104E+14,1,"Wholesale of electrical machinery, equipment and supplies, n.e.c.",Wholesale trade in electrical machinery other than electronics,46593,Decile 1,INE286E01019
Omaxe Ltd.,05-51918,1989,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 1,INE800H01010
Optiemus Infracom Ltd.,55-54086,1993,1.0104E+14,1,"Wholesale of radio, television and other consumer electronics including CD/ DVD players and recorders",Wholesale trade in consumer electronics,46522,Decile 1,INE350C01017
Opto Circuits (India) Ltd.,08-13223,1992,1.01014E+14,1,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",Medical equipment,26600,Decile 1,INE808B01016
Oracle Financial Services Software Ltd.,11-53666,1989,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 1,INE881D01027
Orchid Pharma Ltd.,18-22994,1992,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 1,INE191A01019
Orient Cement Ltd.,15-13933,2011,1.01013E+14,1,"Manufacture of portland cement, aluminous cement, slag cement and similar hydraulic cement",Portland slag cement,23942,Decile 1,INE876N01018
Orient Paper & Inds. Ltd.,15-117,1947,1.01015E+14,1,Manufacture of paper and paper rolls not further processed,Paper,17013,Decile 1,INE592A01026
P C Jeweller Ltd.,55-134929,2005,1.01013E+14,1,"Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials",Jewellery of gold,32111,Decile 1,INE785M01013
P I Industries Ltd.,17-469,1946,1.01012E+14,1,Manufacture of pesticides and other agrochemical products,Pesticides,2021,Decile 1,INE603J01030
P N C Infratech Ltd.,55-195937,1999,1.0106E+14,1,Other civil engineering projects n.e.c.,Infrastructure construction,42909,Decile 1,INE195J01029
P S L Ltd.,56-2395,1987,1.01014E+14,1,Manufacture of basic iron and steel,Ferrous metals & products,2410,Decile 1,INE474B01017
P T C India Ltd.,55-99328,1999,1.0104E+14,1,Other non-specialised wholesale trade n.e.c.,Wholesale trade in power & electricity,46909,Decile 1,INE877F01012
P V R Ltd.,55-67827,1995,1.01042E+14,1,"Motion picture or video tape projection in cinemas, in the open air or in other projection facilities",Motion picture exhibition,59141,Decile 1,INE191H01014
Page Industries Ltd.,08-16554,1994,1.01012E+14,1,"Manufacture of wearing apparel, except fur apparel",Apparels (Readymade garment),1410,Decile 1,INE761H01022
Panacea Biotec Ltd.,16-22350,1984,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 1,INE922B01023
Parag Milk Foods Ltd.,60-70209,1992,1.01011E+14,1,Manufacture of other dairy products n.e.c.,Dairy products,10509,Decile 1,INE883N01014
Parsvnath Developers Ltd.,55-40945,1990,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 1,INE561H01026
Patel Engineering Ltd.,Nov-39,1949,1.0106E+14,1,Other civil engineering projects n.e.c.,Other infrastructure construction,42909,Decile 1,INE244B01030
Persistent Systems Ltd.,60-56696,1990,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 1,INE262H01013
Petronet L N G Ltd.,55-93073,1998,1.0104E+14,1,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of goods in foreign trade zones]",NG storage & distribution,52109,Decile 1,INE347G01014
Pfizer Ltd.,Nov-11,1950,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 1,INE182A01018
Phillips Carbon Black Ltd.,21-24602,1960,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Carbon black,20119,Decile 1,INE602A01023
Phoenix Mills Ltd.,11-200,1905,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 1,INE211B01039
Pidilite Industries Ltd.,11-14336,1969,1.01012E+14,1,Manufacture of Chemicals and Chemical products,Chemicals & chemical products,20,Decile 1,INE318A01026
Piramal Enterprises Ltd.,Nov-19,1947,1.01016E+14,1,Diversified,Diversified,34,Decile 1,INE140A01024
Polaris Consulting & Services Ltd.,18-24142,1993,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 1,INE763A01023
Power Grid Corpn. Of India Ltd.,55-38121,1989,1.0103E+14,1,Transmission of electric energy,Power transmission services,35107,Decile 1,INE752E01010
Power Mech Projects Ltd.,62-32156,1999,1.0106E+14,1,Construction of utility projects n.e.c.,Construction of other industrial plants,42209,Decile 1,INE211R01019
Prakash Industries Ltd.,05-10724,1980,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,Finished Steel (Non-Alloy Steel),24105,Decile 1,INE603A01013
Pratibha Industries Ltd.,11-90760,1995,1.0106E+14,1,Other civil engineering projects n.e.c.,Infrastructure construction,42909,Decile 1,INE308H01022
Prestige Estates Projects Ltd.,08-22322,1997,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 1,INE811K01011
Prism Johnson Ltd.,62-14033,1992,1.01013E+14,1,Manufacture of clinkers and cement,Cement,23941,Decile 1,INE010A01011
Procter & Gamble Hygiene & Health Care Ltd.,11-12971,1964,1.01013E+14,1,Manufacture of other perfumes and toilet preparations n.e.c.,"Cosmetics, toilet preparations, soap & washing preparations",20239,Decile 1,INE179A01014
Punj Lloyd Ltd.,55-33314,1988,1.0106E+14,1,Construction of utility projects n.e.c.,Construction of other industrial plants,42209,Decile 1,INE701B01021
Puravankara Ltd.,08-51571,1986,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Housing real estate,41001,Decile 1,INE323I01011
Quess Corp Ltd.,08-43909,2007,1.01042E+14,1,Activities of employment placement agencies,Placement & HR consultancy service,78100,Decile 1,INE615P01015
R S W M Ltd.,17-8216,1960,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Blended yarn,13111,Decile 1,INE611A01016
Radico Khaitan Ltd.,20-27278,1983,1.01011E+14,1,"Manufacture of distilled, potable, alcoholic beverages such as whisky, brandy, gin, 'mixed drinks' etc.",Indian made foreign liquors,11011,Decile 1,INE944F01028
Rajesh Exports Ltd.,08-17077,1995,1.01013E+14,1,"Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials",Jewellery of gold,32111,Decile 1,INE343B01030
Rallis India Ltd.,11-14083,1948,1.01012E+14,1,Manufacture of pesticides and other agrochemical products,Pesticides,2021,Decile 1,INE613A01020
Ramco Cements Ltd.,18-3566,1957,1.01013E+14,1,Manufacture of clinkers and cement,Cement,23941,Decile 1,INE331A01037
Ramkrishna Forgings Ltd.,21-34281,1981,1.01014E+14,1,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",Forgings,25910,Decile 1,INE399G01015
Ramky Infrastructure Ltd.,62-17356,1994,1.0106E+14,1,Construction of utility projects n.e.c.,Construction of other industrial plants,42209,Decile 1,INE874I01013
Ramsarup Industries Ltd.,21-32113,1979,1.01014E+14,1,Manufacture of wire of steel by cold drawing or stretching,"Wire ropes, galvanised",24108,Decile 1,INE005D01015
Rana Sugars Ltd.,53-11537,1991,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 1,INE625B01014
Rashtriya Chemicals & Fertilizers Ltd.,11-20185,1978,1.01012E+14,1,Manufacture of fertilizers and nitrogen compounds,Fertilisers,2012,Decile 1,INE027A01015
Ratnamani Metals & Tubes Ltd.,Apr-60,1983,1.01014E+14,1,"Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-steel",Seamless tubes & pipes,24311,Decile 1,INE703B01027
Rattanindia Power Ltd.,55-169082,2007,1.0103E+14,1,Electric power generation by coal based thermal power plants,Coal-based thermal electricity,35102,Decile 1,INE399K01017
Raymond Ltd.,11-1208,1925,1.01012E+14,1,"Weaving, Manufacture of wool and wool mixture fabrics.",Fabrics of wool,13123,Decile 1,INE301A01014
Redington (India) Ltd.,18-28758,1961,1.0104E+14,1,Wholesale of computers and computer peripheral equipment,Wholesale trade in computer systems and peripherals,46511,Decile 1,INE891D01026
Relaxo Footwears Ltd.,55-19097,1984,1.01013E+14,1,Manufacture of other footwear n.e.c.,Slippers & chappals,15209,Decile 1,INE131B01039
Reliance Communications Ltd.,11-147531,2004,1.01041E+14,1,Activities of other wireless telecommunications activities,Cellular mobile phone service,61209,Decile 1,INE330H01018
Reliance Industries Ltd.,11-19786,1973,1.01012E+14,1,"Manufacture of other petroleum n.e.c. (includes Manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals)",Petroleum products,19209,Decile 1,INE002A01018
